table,case,read,power,nodes_from,nodes_to,absolute_error_order,absolute_jvp_error_order,interpretation
hires,curved_emission,chi,4,33,65,1.957192823681859,1.9605645731529628,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,chi,4,65,129,2.0584385561023852,2.0536031173699874,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,0,5,9,2.1227283458354917,1.8713598847073698,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,0,9,17,2.1358295662475855,2.0661388053808656,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,0,17,33,2.092523099498043,2.1291415826880593,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,0,33,65,2.025123986062436,2.1057842573662664,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,0,65,129,2.0674463206590916,2.0885344543198507,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,1,5,9,2.1227283458354917,1.8713598847073698,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,1,9,17,2.1358295662475855,2.0661388053808025,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,1,17,33,2.092523099498043,2.1291415826881224,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,1,33,65,2.025123986059487,2.1057842573650793,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,1,65,129,2.0674463206682194,2.088534454326087,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,2,5,9,2.0736725697185476,1.6343778193947553,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,2,9,17,2.0904397662728185,2.0743564277839086,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,2,17,33,2.062796773452245,2.2616856645427825,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,2,33,65,2.0024296571715716,2.3285437865252074,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,2,65,129,2.069079602293494,2.1321349519121635,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,4,5,9,2.0625415931913227,4.795550341855568,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,4,9,17,2.06958389083494,1.823663365823342,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,4,17,33,2.048293092452291,0.09406056107758803,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,4,33,65,1.9972116237891953,1.0520471394938202,raw diagnostic; affine primal roundoff slopes are not orders of convergence
hires,curved_emission,log_control,4,65,129,2.0583833001213274,1.883362720060418,raw diagnostic; affine primal roundoff slopes are not orders of convergence
